x,y,z,h,s,r,g,b
761600.00,8524800.00,3950.27,0.00,3950.27,0.71,0.71,0.71
761612.50,8524800.00,3965.95,0.00,3965.95,0.71,0.71,0.71
761625.00,8524800.00,3981.56,0.00,3981.56,0.71,0.71,0.71
761637.50,8524800.00,3996.89,0.00,3996.89,0.71,0.71,0.71
761650.00,8524800.00,4013.43,0.00,4013.43,0.71,0.71,0.71
761662.50,8524800.00,4034.09,0.00,4034.09,0.71,0.71,0.71
761675.00,8524800.00,4055.18,0.00,4055.18,0.71,0.71,0.71
761687.50,8524800.00,4068.78,0.00,4068.78,0.71,0.71,0.71
761700.00,8524800.00,4088.00,0.00,4088.00,0.71,0.71,0.71
761712.50,8524800.00,4103.75,0.00,4103.75,0.71,0.71,0.71
761725.00,8524800.00,4121.41,0.00,4121.41,0.71,0.71,0.71
761737.50,8524800.00,4133.33,0.00,4133.33,0.71,0.71,0.71
761750.00,8524800.00,4149.42,0.00,4149.42,0.71,0.71,0.71
761762.50,8524800.00,4166.37,0.00,4166.37,0.71,0.71,0.71
761775.00,8524800.00,4179.69,0.00,4179.69,0.71,0.71,0.71
761787.50,8524800.00,4201.13,0.00,4201.13,0.71,0.71,0.71
761800.00,8524800.00,4218.08,0.00,4218.08,0.71,0.71,0.71
761812.50,8524800.00,4236.44,0.00,4236.44,0.71,0.71,0.71
761825.00,8524800.00,4256.44,0.00,4256.44,0.71,0.71,0.71
761837.50,8524800.00,4269.29,0.00,4269.29,0.71,0.71,0.71
761850.00,8524800.00,4275.12,0.00,4275.12,0.71,0.71,0.71
761862.50,8524800.00,4281.58,0.00,4281.58,0.71,0.71,0.71
761875.00,8524800.00,4285.64,0.00,4285.64,0.71,0.71,0.71
761887.50,8524800.00,4284.83,0.00,4284.83,0.71,0.71,0.71
761900.00,8524800.00,4280.83,0.00,4280.83,0.71,0.71,0.71
761912.50,8524800.00,4277.14,0.00,4277.14,0.71,0.71,0.71
761925.00,8524800.00,4274.88,0.00,4274.88,0.71,0.71,0.71
761937.50,8524800.00,4274.27,0.00,4274.27,0.71,0.71,0.71
761950.00,8524800.00,4275.78,0.00,4275.78,0.71,0.71,0.71
761962.50,8524800.00,4280.38,0.00,4280.38,0.71,0.71,0.71
761975.00,8524800.00,4282.73,0.00,4282.73,0.71,0.71,0.71
761987.50,8524800.00,4284.78,0.00,4284.78,0.71,0.71,0.71
762000.00,8524800.00,4291.44,0.00,4291.44,0.71,0.71,0.71
762012.50,8524800.00,4300.12,0.00,4300.12,0.71,0.71,0.71
762025.00,8524800.00,4301.74,0.00,4301.74,0.71,0.71,0.71
762037.50,8524800.00,4296.06,0.00,4296.06,0.71,0.71,0.71
762050.00,8524800.00,4288.78,0.00,4288.78,0.71,0.71,0.71
762062.50,8524800.00,4284.32,0.00,4284.32,0.71,0.71,0.71
762075.00,8524800.00,4283.60,0.00,4283.60,0.71,0.71,0.71
762087.50,8524800.00,4286.05,0.00,4286.05,0.71,0.71,0.71
762100.00,8524800.00,4296.11,0.00,4296.11,0.71,0.71,0.71
762112.50,8524800.00,4307.49,0.00,4307.49,0.71,0.71,0.71
762125.00,8524800.00,4320.50,0.00,4320.50,0.71,0.71,0.71
762137.50,8524800.00,4334.96,0.00,4334.96,0.71,0.71,0.71
762150.00,8524800.00,4349.00,0.00,4349.00,0.71,0.71,0.71
