timeStep,maxppr,maxpft,maxpfv
0.0,0.0,0.0,0.0
0.1,2.3410467269792018e-09,1.0791291324670578,3.4212912233389324e-06
0.2,3.673253072644761e-08,1.0791291378039978,1.355221950944708e-05
0.30000000000000004,7.250581299773989e-07,1.0791291614612004,6.021038656151441e-05
0.4,2.190724838475303e-05,1.0791292700136053,0.0003309625989802551
0.5,0.0008611508020508053,1.0791297765352206,0.002075031086575338
0.6,0.03207450277288763,1.0791321536065157,0.012663826983358472
0.7,0.590378195077657,1.0791427366356816,0.054331307506706346
0.7999999999999999,4.9461564109904685,1.0791804384479786,0.1572602367254747
0.8999999999999999,17.393696993925715,1.0792789775173746,0.294904196256392
0.9999999999999999,43.30037111687719,1.0794843148427646,0.465297598945434
1.0999999999999999,90.09385334257374,1.0798276820361181,0.671170072867428
1.2,152.92630001103402,1.0803308931690905,0.874432101455093
1.3,291.7999114346012,1.08103034859017,1.2078905402282964
1.4000000000000001,499.0386659588788,1.0820007040002642,1.579618096184769
1.5000000000000002,781.1142870941917,1.0833218069045905,1.9762518653934165
1.6000000000000003,1147.9132253959212,1.0850120055100592,2.3957391608811687
1.7000000000000004,1596.8751580519254,1.0868107551128179,2.825663778700436
1.8000000000000005,2121.9932694980816,1.0888896936699155,3.257294329269372
1.9000000000000006,2722.216194506685,1.0912213062679854,3.6893198522943798
2.0000000000000004,3394.822382917431,1.09395448009806,4.119965038029711
2.1000000000000005,4137.772381183068,1.0970803183214668,4.548501061439399
2.2000000000000006,4946.9009027867605,1.1004204401940614,4.9733795867532375
2.3000000000000007,5818.883885953145,1.103691288914908,5.393924307011151
2.400000000000001,6752.407377749544,1.1071584529106797,5.810510897395144
2.500000000000001,7744.429278104596,1.110288393041466,6.222712141062206
2.600000000000001,8814.831182408525,1.1177558110541745,6.638836939708839
2.700000000000001,9941.352345820897,1.1250713451782741,7.050302243812281
2.800000000000001,11120.44812723242,1.132067987245172,7.456690997765839
2.9000000000000012,12346.42689306872,1.1388145203511104,7.8569799837688015
3.0000000000000013,13616.611992510969,1.1456200540356456,8.251245964250177
3.1000000000000014,14927.127518562498,1.1524568263924084,8.639191952538877
3.2000000000000015,16274.027066334196,1.159073626173192,9.020539636389332
3.3000000000000016,17654.406269239775,1.1653336812274333,9.39531965109218
3.4000000000000017,19064.709442917054,1.171815749504569,9.763377858845026
3.5000000000000018,20512.755666538636,1.1810172681917306,10.12737766318079
3.600000000000002,22036.46904515323,1.1923030366250598,10.49677784969112
3.700000000000002,23584.309847929988,1.2026351778548237,10.859168901884248
3.800000000000002,25154.49083873494,1.2127991568221341,11.214831884325092
3.900000000000002,26743.616885258005,1.2225889165195511,11.563653593319458
4.000000000000002,28345.414074536817,1.2318169080375918,11.904917907011543
4.100000000000001,29956.428509835976,1.238580684061297,12.238551489011266
4.200000000000001,31570.764317861336,1.2446238917218106,12.563989079480557
4.300000000000001,33187.25078615714,1.2489989090054854,12.88162466192777
4.4,34802.934637363374,1.2513457764140605,13.191462132258762
4.5,36416.93206423895,1.2542324434712144,13.493874918687913
4.6,38024.4366807282,1.2549402949924848,13.788480097662722
4.699999999999999,39623.48499411731,1.2553741380383112,14.075419175661752
4.799999999999999,41214.234782523745,1.2553741380383112,14.355179341012034
4.899999999999999,42795.25967749331,1.2789736059953831,14.62792871145695
4.999999999999998,44362.06635072183,1.3015883814000984,14.89329821609737
5.099999999999998,45912.71755908619,1.3229405719685983,15.151355972170641
5.1999999999999975,47445.391399079606,1.3425975107528942,15.402173775003256
5.299999999999997,48959.47902199134,1.3605449083815786,15.646002528120617
5.399999999999997,50451.00566411412,1.3747833175258874,15.882538472189218
5.4999999999999964,51916.848119301234,1.3890874296456026,16.111618186777708
5.599999999999996,53355.798239967306,1.3985113331667012,16.33337047886432
5.699999999999996,54926.90833582027,1.407694001123957,16.572101305480285
5.799999999999995,56545.43276967328,1.4149013546030949,16.8144926729404
5.899999999999995,58138.91133247357,1.4202735346019137,17.049767055956156
5.999999999999995,59699.16794483352,1.4263820466997925,17.277032144560234
6.099999999999994,61224.952955053785,1.4428113778761642,17.496421484842806
6.199999999999994,62718.523522451214,1.4588665601376036,17.70854645678905
6.299999999999994,64183.8128292999,1.471533173059015,17.91421402536264
6.399999999999993,65622.00079595325,1.4840014282144394,18.113806998523703
6.499999999999993,67031.41858843494,1.4956614725056434,18.30729616688862
6.5999999999999925,68415.7435819183,1.506524554669709,18.4953701749814
6.699999999999992,69771.1539311724,1.5254061828085204,18.677681056701392
6.799999999999992,71140.93955793692,1.5608006783880581,18.860135147704657
6.8999999999999915,72569.4358105065,1.5948952402985812,19.048547951288374
6.999999999999991,73967.44729847144,1.6253531071773888,19.231152760361432
7.099999999999991,75338.21628378466,1.6540219393353839,19.408531150474094
7.19999999999999,76677.11564328373,1.6783407026410597,19.58023437593173
7.29999999999999,77978.77824205741,1.7011490176041832,19.745730961660726
7.39999999999999,79237.56378965615,1.7208589130668175,19.904467311341964
7.499999999999989,80455.2614395265,1.7379110078852316,20.056826947392064
