,simTypeList,modelType,resType,tSteps,initPartDistType,initialiseParticlesFromFile,particleFile,seed,iniStep,saveParticlesIni,subgridMixingFactorIni,dtIni,sphOptionIni,stopCritIni,stopCritIniSmall,maxIterations,bufferZoneFactor,additionallyFixedFactor,ftOptionIni,rho,rhoEnt,relThFromShp,relThPercentVariation,relThRangeVariation,relThDistVariation,addStandardConfig,relTh,relThFromFile,secRelArea,secondaryRelThFromShp,secondaryRelThPercentVariation,secondaryRelThRangeVariation,secondaryRelThDistVariation,secondaryRelTh,entThFromShp,entThPercentVariation,entThRangeVariation,entThDistVariation,entTh,dt,tEnd,sphKernelRadiusTimeStepping,cMax,stopCritType,uFlowingThreshold,stopCrit,sphOption,minRKern,sphKernelRadius,viscOption,massPerParticleDeterminationMethod,massPerPart,deltaTh,sphKR0,nPPK0,aPPK,splitOption,thresholdMassSplit,distSplitPart,nSplit,cMinNPPK,cMaxNPPK,cMinMass,cMaxnMass,interpOption,hmin,meshCellSize,meshCellSizeThreshold,cleanDEMremeshed,methodMeshNormal,reprojMethodForce,reprojMethodPosition,reprojectionIterations,thresholdProjection,subgridMixingFactor,gravAcc,velMagMin,depMin,curvAccInFriction,curvAccInTangent,curvAccInGradient,centeredPosition,explicitFriction,frictModel,mu,tau0,Rs0,kappa,R,B,xsi,hRes,cw,dRes,sres,entEroEnergy,entShearResistance,entDefResistance,thresholdPointInPoly,avalancheDir,simTypeActual,relTh0,releaseScenario,DEM,relThId,relThThickness,relThCi95,writePartToCSV,particleProperties,createRangeTimeDiagram,TTdiagram,scenario,simName,nPart,timeLoop,timeForce,timeForceSPH,timePos,timeNeigh,timeField,nSave,nIter
a28da7583c,null,dfa,ppr|pft|pfv,1,random,False,,12345,False,False,10.0,0.1,2,0.1,1.001,100,4,0.275,False,200,100,True,,,,False,,False,False,True,,,,,True,,,,,0.1,400,False,0.02,kinEnergy,0.01,0.01,1,0.001,5,1,MPPDH,1250,0.25,5,15,-1.5,0,1.5,0.41,2,0.25,2.5,0.25,5,2,0.05,5,0.001,True,1,2,2,5,0.001,100.0,9.81,1.0e-6,1.0e-6,1,0,0,1,0,samosAT,0.155,0,0.222,0.43,0.05,4.13,4000.0,10,0.5,0.3,5,5000,0,0,0.001,data/avaParabola,null,1.0,release1PF,DEM_PF_Topo.asc,0,1.0,None,False,velocityMagnitude|m,False,True,,release1PF_a28da7583c_null_dfa,16525,62.335834980010986,11.944456577301025,13.201876878738403,10.278039932250977,4.189795255661011,17.97713828086853,1,1558
cad6a6d628,res,dfa,ppr|pft|pfv,1,random,False,,12345,False,False,10.0,0.1,2,0.1,1.001,100,4,0.275,False,200,100,True,,,,False,,False,False,True,,,,,True,,,,,0.1,400,False,0.02,kinEnergy,0.01,0.01,1,0.001,5,1,MPPDH,1250,0.25,5,15,-1.5,0,1.5,0.41,2,0.25,2.5,0.25,5,2,0.05,5,0.001,True,1,2,2,5,0.001,100.0,9.81,1.0e-6,1.0e-6,1,0,0,1,0,samosAT,0.155,0,0.222,0.43,0.05,4.13,4000.0,10,0.5,0.3,5,5000,0,0,0.001,data/avaParabola,res,1.0,release1PF,DEM_PF_Topo.asc,0,1.0,None,False,velocityMagnitude|m,False,True,,release1PF_cad6a6d628_res_dfa,16525,64.45449161529541,12.253637075424194,13.512607336044312,10.69163203239441,4.36323356628418,18.822091102600098,1,1586
