timeStep,maxpft,maxppr,maxpfv
0.0,0.0,0.0,0.0
0.1,2.1636200565518355,6.028651910635489e-08,1.736181429263009e-05
0.2,2.1636200565518355,2.3728493932972926e-05,0.0003444451620575685
0.30000000000000004,2.1636200565518355,0.011316142978633738,0.0075220153478418724
0.4,2.1636200565518355,4.945023947452717,0.15724223267705018
0.5,2.1636200565518355,218.9048098863635,1.0461950341269153
0.6,2.1636200565518355,1041.205957095523,2.2816725850738564
0.7,2.1636200565518355,2146.425127156405,3.2759923131445263
0.7999999999999999,2.1636200565518355,4226.002710876642,4.596739448172281
0.8999999999999999,2.1636200565518355,5751.540745301945,5.362620975466169
0.9999999999999999,2.1636200565518355,7423.837780957297,6.09255192056551
1.0999999999999999,2.1636200565518355,9256.532519106315,6.803136232321941
1.2,2.1636200565518355,11233.875169631357,7.494623129161118
1.3,2.1636200565518355,13358.348011242595,8.17262136992856
1.4000000000000001,2.233857017960318,15555.950940262417,8.819283117199044
1.5000000000000002,2.3384573527839687,17796.021091033086,9.432926664358492
1.6000000000000003,2.423346323516901,20115.359920864656,10.028798512500053
1.7000000000000004,2.5165862523389597,22729.37697777231,10.66052929684364
1.8000000000000005,2.621154696844068,25739.34139436488,11.344457103441504
1.9000000000000006,2.68716033666988,28833.169487727835,12.006908321405605
2.0000000000000004,2.745347447778581,31876.013259221163,12.624581826583636
2.1000000000000005,2.9423292003757195,34910.00910374275,13.211738928646515
2.2000000000000006,3.133687038774257,38146.884739925845,13.810663405485966
2.3000000000000007,3.306014865954907,41585.64178596644,14.419715979513335
2.400000000000001,3.453590420552938,44921.085847562,14.986841870047538
2.500000000000001,3.5949555793370327,48213.77160465036,15.52639230546658
2.600000000000001,3.63937746246759,51361.894353461954,16.025276027804008
2.700000000000001,3.671760106335304,54378.75342232249,16.489201530444475
2.800000000000001,3.6950908446731883,57280.29762490333,16.923400607576383
2.9000000000000012,3.6961519080779133,60524.525528200444,17.396052070541817
3.0000000000000013,3.825434666070501,63826.65277163057,17.86430138175442
3.1000000000000014,4.036202494460766,66947.33793280221,18.29581071349425
3.2000000000000015,4.1357538888479475,70037.380707952,18.71328147439032
3.3000000000000016,4.2596709454774615,72907.97245206452,19.092927021814194
3.4000000000000017,4.42304965520448,75805.62383432747,19.468644512950494
3.5000000000000018,4.5416095202053635,78558.43466438302,19.81898517386587
3.600000000000002,4.6768980881001525,81058.10576028912,20.131828749555904
3.700000000000002,4.884626992465663,83391.6757885188,20.419558735256597
3.800000000000002,5.0857105396620135,85479.88545422858,20.67364088086912
3.900000000000002,5.333516000219099,87263.38843354385,20.888201027559056
4.000000000000002,5.634940811317793,89026.6397132819,21.098179982320975
4.100000000000001,5.842781101334905,90436.52955753762,21.264586706251503
4.200000000000001,6.0745151758380205,91492.18976914592,21.38833674799725
4.300000000000001,6.322705614850683,93511.0388138571,21.623024628143156
4.4,6.4874824851641755,95544.39002129299,21.856851331023528
4.5,6.625093725469559,97509.35790292763,22.08046171425403
4.6,6.768617498022533,99794.38171592967,22.337679122497224
4.699999999999999,7.027360970488881,102204.06563094545,22.605758738753433
4.799999999999999,7.175057238537482,104847.06111586936,22.896185393627185
4.899999999999999,7.3672089050642455,107278.47772782951,23.160146559103367
4.999999999999998,7.486747473532679,109690.34080486659,23.419045753922873
5.099999999999998,7.604301085898473,112171.84009568434,23.682466097905042
5.1999999999999975,7.728995967114141,114524.69994058457,23.929552852130833
5.299999999999997,7.836690287582093,116663.80570282642,24.15199843727496
5.399999999999997,7.966535315818353,118791.15002241282,24.371207399553764
5.4999999999999964,8.130583812974644,121187.32714568569,24.61578021774708
5.599999999999996,8.310174676924253,123515.97630043536,24.851154530568127
5.699999999999996,8.507654467370175,125733.86278885741,25.07327888299189
5.799999999999995,8.655533359841975,128014.20812551162,25.299625306070407
5.899999999999995,8.822306522642105,130162.60936966284,25.511037745421376
5.999999999999995,9.024787262680773,132169.54560257416,25.70695874686212
6.099999999999994,9.164096192059516,134066.21320758655,25.89075251973053
6.199999999999994,9.340757142485229,136171.12956393592,26.093210761032832
6.299999999999994,9.492123714711992,143526.97898699914,26.788708347641467
6.399999999999993,9.648885140201546,147948.97196292027,27.19825104330426
