,simTypeList,modelType,resType,tSteps,initPartDistType,initialiseParticlesFromFile,particleFile,seed,iniStep,saveParticlesIni,subgridMixingFactorIni,dtIni,sphOptionIni,stopCritIni,stopCritIniSmall,maxIterations,bufferZoneFactor,additionallyFixedFactor,ftOptionIni,rho,rhoEnt,relThFromShp,relThPercentVariation,relThRangeVariation,relThDistVariation,addStandardConfig,relTh,relThFromFile,secRelArea,secondaryRelThFromShp,secondaryRelThPercentVariation,secondaryRelThRangeVariation,secondaryRelThDistVariation,secondaryRelTh,entThFromShp,entThPercentVariation,entThRangeVariation,entThDistVariation,entTh,dt,tEnd,sphKernelRadiusTimeStepping,cMax,stopCritType,uFlowingThreshold,stopCrit,sphOption,minRKern,sphKernelRadius,viscOption,massPerParticleDeterminationMethod,massPerPart,deltaTh,sphKR0,nPPK0,aPPK,splitOption,thresholdMassSplit,distSplitPart,nSplit,cMinNPPK,cMaxNPPK,cMinMass,cMaxnMass,interpOption,hmin,meshCellSize,meshCellSizeThreshold,cleanDEMremeshed,methodMeshNormal,reprojMethodForce,reprojMethodPosition,reprojectionIterations,thresholdProjection,subgridMixingFactor,gravAcc,velMagMin,depMin,curvAccInFriction,curvAccInTangent,curvAccInGradient,centeredPosition,explicitFriction,frictModel,mu,tau0,Rs0,kappa,R,B,xsi,hRes,cw,dRes,sres,entEroEnergy,entShearResistance,entDefResistance,thresholdPointInPoly,avalancheDir,simTypeActual,relTh0,entTh0,releaseScenario,DEM,relThId,relThThickness,relThCi95,entThId,entThThickness,entThCi95,entrainmentScenario,writePartToCSV,particleProperties,createRangeTimeDiagram,TTdiagram,scenario,simName,nPart,timeLoop,timeForce,timeForceSPH,timePos,timeNeigh,timeField,nSave,nIter
33363e0eb4,ent,dfa,ppr|pft|pfv,0:5,random,False,,12345,False,False,10.0,0.1,2,0.1,1.001,100,4,0.275,False,200,100,True,,,,False,,False,False,True,,,,,True,,,,,0.1,400,False,0.02,kinEnergy,0.01,0.01,1,0.001,5,1,MPPDH,1250,0.25,5,15,-1.5,0,1.5,0.41,2,0.25,2.5,0.25,5,2,0.05,20,0.001,True,1,2,2,5,0.001,100.0,9.81,1.0e-6,1.0e-6,1,0,0,1,0,Coulomb,0.155,0,0.222,0.43,0.05,4.13,4000.0,10,0.5,0.3,5,5000,0,0,0.001,data/avaAlr,ent,1.0,0.3,relAlr,DEMremeshed/avaAlr_remeshedDEM20.00.asc,0,1.0,None,0.0,0.3,None,entAlr,False,velocityMagnitude|m,False,True,,relAlr_33363e0eb4_ent_dfa,8096,14.327494382858276,2.451885938644409,5.586124658584595,2.3294124603271484,1.3404223918914795,0.9270195960998535,1,667
2fea64ade1,null,dfa,ppr|pft|pfv,0:5,random,False,,12345,False,False,10.0,0.1,2,0.1,1.001,100,4,0.275,False,200,100,True,,,,False,,False,False,True,,,,,True,,,,,0.1,400,False,0.02,kinEnergy,0.01,0.01,1,0.001,5,1,MPPDH,1250,0.25,5,15,-1.5,0,1.5,0.41,2,0.25,2.5,0.25,5,2,0.05,20,0.001,True,1,2,2,5,0.001,100.0,9.81,1.0e-6,1.0e-6,1,0,0,1,0,Coulomb,0.155,0,0.222,0.43,0.05,4.13,4000.0,10,0.5,0.3,5,5000,0,0,0.001,data/avaAlr,null,1.0,,relAlr,DEMremeshed/avaAlr_remeshedDEM20.00.asc,0,1.0,None,,,,,False,velocityMagnitude|m,False,True,,relAlr_2fea64ade1_null_dfa,8096,11.904442548751831,2.230839490890503,4.124544858932495,2.2540154457092285,1.3132872581481934,0.8582391738891602,1,643
