timeStep,maxpfv,maxpft,maxppr
0.0,0.0,0.0,0.0
0.1,6.205171979376425e-06,1.5768450542926078,7.70083185872767e-09
0.2,5.135333679289298e-05,1.576845089356602,5.274330399528591e-07
0.30000000000000004,0.00045624470042509213,1.5768453534619375,4.163184533319641e-05
0.4,0.004216230660985906,1.5768471041103833,0.0035553201973275305
0.5,0.03798329674515714,1.5768583913698941,0.28854616632613295
0.6,0.23639713981526816,1.5769279054758667,11.17672154256789
0.7,0.7007723231905499,1.577270880976419,98.21636978997613
0.7999999999999999,1.3083610591997668,1.5782494668703375,342.36173224606716
0.8999999999999999,1.9708486736697488,1.5801314224638072,776.8488989011616
0.9999999999999999,2.647476513514218,1.5840079515533323,1401.8263779218798
1.0999999999999999,3.318990698741986,1.5861942663404653,2203.139851667163
1.2,3.9774888376656055,1.5861942663404653,3164.083490750898
1.3,4.973090506190362,1.5861942663404653,4946.3258365521415
1.4000000000000001,5.60350083653033,1.5861942663404653,6279.844324999221
1.5000000000000002,6.146693220693797,1.5861942663404653,7556.367509864618
1.6000000000000003,6.6780122803551345,1.5936348261439446,8919.169603314796
1.7000000000000004,7.162641773618204,1.6018549202365397,10260.687435436106
1.8000000000000005,7.615756715288996,1.6574777133948773,11599.95006929389
1.9000000000000006,8.1379337917177,1.684219817885064,13245.193279676163
2.0000000000000004,8.654381850575971,1.7092619346639468,14979.665043115754
2.1000000000000005,9.072382563450319,1.7371162631173864,16461.625075519474
2.2000000000000006,9.460614079375251,1.7678062201780103,17900.643751774645
2.3000000000000007,9.938694729077877,1.7678062201780103,19755.530583560074
2.400000000000001,10.385024809298995,1.7678062201780103,21569.74805795113
2.500000000000001,10.804786983375044,1.7678062201780103,23348.684351222153
2.600000000000001,11.214687489441888,1.7678062201780103,25153.843097168876
2.700000000000001,11.622325676742774,1.8459374135524522,27015.690827254875
2.800000000000001,12.002706577977575,1.9348920787356252,28812.993039405228
2.9000000000000012,12.344659013551038,2.029518974120811,30478.12123216938
3.0000000000000013,12.647835040486,2.1565381403553547,31993.546242269098
3.1000000000000014,12.935219603650147,2.1565381403553547,33463.98123893101
3.2000000000000015,13.203108096222891,2.1565381403553547,34864.41268010929
3.3000000000000016,13.46277905952449,2.1864403526059975,36249.28400111422
3.4000000000000017,13.645064490967286,2.2171164247880677,37237.55699253127
3.5000000000000018,13.83482930282833,2.304920138515372,38280.50036767948
3.600000000000002,14.044971134866216,2.4131178251655765,39452.24283584504
3.700000000000002,14.162854818046592,2.4709882603015445,40117.29131941311
3.800000000000002,14.226475423769239,2.511948134243149,40478.52059662203
3.900000000000002,14.474688008526986,2.5410110838874336,41903.318588838985
4.000000000000002,14.735898504366919,2.574883688166141,43429.34094620064
4.100000000000001,14.985438445175499,2.6721917080156463,44912.67307882877
4.200000000000001,15.192169226970329,2.7170922817968184,46160.40116418085
4.300000000000001,15.362753779445011,2.757383780738409,47202.8407375704
4.4,15.506907579324633,2.7669837732029854,48092.83653474315
4.5,15.630308324410464,2.8236628798962005,48861.30766322701
4.6,15.767993700525393,2.8536955208896013,49725.92506796169
4.699999999999999,15.879351409194882,2.880181427105988,50430.7602353399
4.799999999999999,15.961721171568191,2.942793514188342,50955.30855177765
4.899999999999999,16.180514221400657,3.00710989474413,52361.808093789776
4.999999999999998,16.430058663244548,3.0631474351496744,53989.36553553144
5.099999999999998,16.698475879643873,3.1113199596628554,55767.81934060964
5.1999999999999975,16.93701331805317,3.1864709321206584,57372.4840271821
5.299999999999997,17.17060137187367,3.2122023357858227,58965.910294357986
5.399999999999997,17.51232174600263,3.280158099566054,61336.28258710333
5.4999999999999964,17.84731399688931,3.3487743285235583,63705.32338071221
5.599999999999996,18.182765133389157,3.385256103189355,66122.58957919848
5.699999999999996,18.501030517024667,3.402858630760561,68457.6260383756
5.799999999999995,18.796781253810106,3.4931661849497804,70663.7971007174
5.899999999999995,19.121964287578216,3.5511416864517176,73129.90364308334
5.999999999999995,19.449561709221197,3.5671679659118554,75657.09013616067
6.099999999999994,19.750807038120552,3.5963113702704264,78018.87573141446
6.199999999999994,20.036131440698593,3.603584235434495,80289.31262179014
6.299999999999994,20.359673715722934,3.6164992581299185,82903.26276213986
6.399999999999993,20.662537191601672,3.6418680671664014,85388.08863886447
6.499999999999993,20.93147487014736,3.6989509263728664,87625.32804792207
6.5999999999999925,21.181902752630414,3.769930739599772,89734.60084437838
6.699999999999992,21.471024534649327,3.7804792110871217,92200.97891350268
6.799999999999992,21.928604410143127,3.86167581462812,96172.7382753097
6.8999999999999915,22.19482344925557,3.9410864594435355,98522.03758872497
6.999999999999991,22.419943108580878,4.0679154618682585,100530.76979840064
7.099999999999991,22.749944583106934,4.162424684972067,103511.99570688732
7.19999999999999,23.129815583859088,4.2611754091278735,106997.67378866616
7.29999999999999,23.517959270502256,4.373984608137144,110618.8816498006
7.39999999999999,24.33773527697311,4.4982981750003015,118465.07168240426
7.499999999999989,24.33773527697311,4.583987701363683,118465.07168240426
7.599999999999989,24.64233860653813,4.640749321618078,121448.9703998559
7.699999999999989,25.00349761858486,4.677165462438913,125034.97863251575
7.799999999999988,25.332916373340698,4.712716972618008,128351.33039573465
7.899999999999988,25.67444807525243,4.722371727606964,131835.45679376664
7.999999999999988,25.999646305064346,4.722371727606964,135196.3215976892
8.099999999999987,26.34418546926643,4.836407508636013,138803.2216078217
8.199999999999987,26.676301636939783,4.854793729859371,142325.01380499924
8.299999999999986,27.024678920096555,4.9858487151084505,146066.65414686222
8.399999999999986,27.39481997958216,5.176551447172615,150095.23234274276
8.499999999999986,27.726788021604516,5.295084306261486,153754.95479899834
8.599999999999985,28.038726469352266,5.427248953724614,157234.03640463107
8.699999999999985,28.322479946120044,5.509985035888676,160432.5740596744
8.799999999999985,28.598705636383436,5.611383318989936,163577.19281530194
8.899999999999984,28.859575577144337,5.695349942038742,166575.02049858117
8.999999999999984,29.112632910320112,5.806990267994941,169509.07899421075
9.099999999999984,29.34669499623159,5.834489409895533,172245.70144036887
9.199999999999983,29.572981342013083,5.907931848546719,174912.2450910108
9.299999999999983,29.786310282914346,5.934927993665434,177444.85605400978
9.399999999999983,30.004237799069244,6.020691617003035,180050.85718061912
9.499999999999982,30.220841483047618,6.149047147311844,182659.85198869833
9.599999999999982,30.435326127177078,6.313411712063391,185261.81529352552
9.699999999999982,30.66166651131245,6.54953968862023,188027.5586501879
9.799999999999981,30.903718698348026,6.662703098312734,191007.96587732507
9.89999999999998,31.156567819972203,6.840373221632635,194146.3436641055
9.99999999999998,31.423356347982804,7.022965916314277,197485.46483446224
10.09999999999998,31.67704751207278,7.16925433502141,200687.06781642322
10.19999999999998,31.950060413285104,7.286618549215353,204161.27208251358
10.29999999999998,32.205432425156246,7.384551542231958,207437.97553826106
10.399999999999979,32.471730536746,7.504153457940689,210882.65681020854
10.499999999999979,32.731401988585276,7.5142575678310735,214268.93522767283
10.599999999999978,32.98462144739963,7.541138041262396,217597.05040565116
10.699999999999978,33.21933486827736,7.541138041262396,220704.84181814955
10.799999999999978,33.42408841602242,7.541138041262396,223433.93728841684
10.899999999999977,33.690986181059515,7.541138041262396,227016.50997046864
10.999999999999977,33.97722503541315,7.541138041262396,230890.36422142122
11.099999999999977,34.25843521309601,7.541138041262396,234728.0766499793
11.199999999999976,34.49440711223233,7.541138041262396,237972.82440488486
11.299999999999976,34.725791098563946,7.664400072881236,241176.11348422058
11.399999999999975,34.97653238844799,7.787629066632609,244671.56358403031
11.499999999999975,35.16666017153953,7.91487283339168,247338.797524109
11.599999999999975,35.38456338435797,7.9860447398908345,250413.4651803293
11.699999999999974,35.58505517088068,8.018861696664686,253259.23030292435
11.799999999999974,35.80507499375787,8.018861696664686,256400.67906172504
11.899999999999974,36.0546564280745,8.018861696664686,259987.6500292988
11.999999999999973,36.3567431263109,8.018861696664686,264362.55415051105
12.099999999999973,36.66640147715635,8.018861696664686,268884.9994568027
12.199999999999973,37.00214394132263,8.018861696664686,273831.7312508718
12.299999999999972,37.359127474052684,8.018861696664686,279140.8811245036
12.399999999999972,38.04531091717055,8.018861696664686,289489.1365568354
12.499999999999972,38.358636560183896,8.018861696664686,294276.9997512553
12.599999999999971,38.360335843706956,8.018861696664686,294303.0732083977
12.69999999999997,39.09233532893011,8.018861696664686,305642.13629390346
12.79999999999997,39.399452181076185,8.018861696664686,310463.3664337818
12.89999999999997,39.399452181076185,8.018861696664686,310463.3664337818
12.99999999999997,39.583971374053604,8.018861696664686,313378.15794837906
13.09999999999997,39.583971374053604,8.018861696664686,313378.15794837906
13.199999999999969,39.658799260150204,8.018861696664686,314564.07175137807
13.299999999999969,39.78088039548828,8.018861696664686,316503.6890080288
13.399999999999968,39.89819634910551,8.018861696664686,318373.2143823553
13.499999999999968,39.95780051342401,8.018861696664686,319325.1643741176
13.599999999999968,39.95780051342401,8.018861696664686,319325.1643741176
13.699999999999967,39.96611299431023,8.018861696664686,319458.0375747946
